business_id,date,violation_type_id,risk_category,description
68542,"20120522",103120,"Moderate Risk","Moderate risk food holding temperature "
68544,"20140523",103134,"Moderate Risk","Other moderate risk violation"
68544,"20130416",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68544,"20130416",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68544,"20120809",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68544,"20120809",103123,"Moderate Risk","Food in poor condition"
68544,"20120809",103143,"Low Risk","Inadequate warewashing facilities or equipment"
68560,"20140512",103161,"Low Risk","Low risk vermin infestation"
68560,"20140512",103133,"Moderate Risk","Foods not protected from contamination"
68560,"20140512",103120,"Moderate Risk","Moderate risk food holding temperature "
68560,"20140512",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68560,"20140512",103165,"Low Risk","No plan review or Building Permit"
68560,"20140512",103105,"High Risk","Improper cooling methods"
68560,"20140512",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
68560,"20130319",103139,"Low Risk","Improper food storage"
68560,"20130319",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68560,"20130319",103120,"Moderate Risk","Moderate risk food holding temperature "
68560,"20131028",103105,"High Risk","Improper cooling methods"
68560,"20131028",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68560,"20131028",103133,"Moderate Risk","Foods not protected from contamination"
68560,"20131028",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68560,"20120222",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68560,"20120222",103120,"Moderate Risk","Moderate risk food holding temperature "
68591,"20130820",103161,"Low Risk","Low risk vermin infestation"
68591,"20120419",103145,"Low Risk","Improper storage of equipment utensils or linens"
68600,"20140805",103114,"High Risk","High risk vermin infestation"
68600,"20140805",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68600,"20140805",103142,"Low Risk","Unclean nonfood contact surfaces"
68600,"20140805",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68600,"20140805",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68600,"20120413",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68608,"20140527",103120,"Moderate Risk","Moderate risk food holding temperature "
68608,"20140527",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68608,"20130417",103103,"High Risk","High risk food holding temperature "
68615,"20141217",103134,"Moderate Risk","Other moderate risk violation"
68615,"20141217",103132,"Moderate Risk","Improper thawing methods "
68615,"20130228",103143,"Low Risk","Inadequate warewashing facilities or equipment"
68615,"20130228",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68615,"20130228",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68615,"20130228",103105,"High Risk","Improper cooling methods"
68615,"20131003",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68615,"20131003",103115,"High Risk","Other high risk violation"
68615,"20131003",103139,"Low Risk","Improper food storage"
68615,"20120604",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68615,"20120604",103145,"Low Risk","Improper storage of equipment utensils or linens"
68616,"20131209",103157,"Low Risk","Food safety certificate or food handler card not available"
68618,"20140820",103120,"Moderate Risk","Moderate risk food holding temperature "
68618,"20140820",103131,"Moderate Risk","Moderate risk vermin infestation"
68618,"20140820",103156,"Low Risk","Permit license or inspection report not posted"
68618,"20140820",103157,"Low Risk","Food safety certificate or food handler card not available"
68618,"20130806",103131,"Moderate Risk","Moderate risk vermin infestation"
68618,"20120711",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68618,"20140204",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68618,"20140204",103142,"Low Risk","Unclean nonfood contact surfaces"
68618,"20140204",103114,"High Risk","High risk vermin infestation"
68618,"20140204",103139,"Low Risk","Improper food storage"
68620,"20140425",103141,"Low Risk","Improper food labeling or menu misrepresentation"
68620,"20140425",103132,"Moderate Risk","Improper thawing methods "
68620,"20140425",103162,"Low Risk","Other low risk violation"
68620,"20140425",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68620,"20140425",103133,"Moderate Risk","Foods not protected from contamination"
68620,"20140425",103142,"Low Risk","Unclean nonfood contact surfaces"
68620,"20130410",103114,"High Risk","High risk vermin infestation"
68620,"20130410",103142,"Low Risk","Unclean nonfood contact surfaces"
68620,"20130410",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68620,"20130410",103139,"Low Risk","Improper food storage"
68620,"20130410",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
68620,"20130410",103105,"High Risk","Improper cooling methods"
68620,"20130410",103103,"High Risk","High risk food holding temperature "
68620,"20130410",103102,"High Risk","Unclean hands or improper use of gloves"
68620,"20130410",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68620,"20120322",103139,"Low Risk","Improper food storage"
68620,"20120322",103103,"High Risk","High risk food holding temperature "
68620,"20120322",103107,"High Risk","Improper reheating of food"
68620,"20120322",103108,"High Risk","Contaminated or adulterated food"
68620,"20120322",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
68620,"20120322",103132,"Moderate Risk","Improper thawing methods "
68620,"20120322",103142,"Low Risk","Unclean nonfood contact surfaces"
68620,"20120322",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68620,"20120322",103147,"Low Risk","Inadequate ventilation or lighting"
68620,"20120322",103148,"Low Risk","No thermometers or uncalibrated thermometers "
68620,"20120322",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68620,"20120322",103131,"Moderate Risk","Moderate risk vermin infestation"
68620,"20120925",103139,"Low Risk","Improper food storage"
68620,"20120925",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68620,"20120925",103143,"Low Risk","Inadequate warewashing facilities or equipment"
68620,"20120925",103132,"Moderate Risk","Improper thawing methods "
68620,"20120925",103103,"High Risk","High risk food holding temperature "
68620,"20120925",103105,"High Risk","Improper cooling methods"
68626,"20150121",103105,"High Risk","Improper cooling methods"
68626,"20150121",103132,"Moderate Risk","Improper thawing methods "
68626,"20150121",103142,"Low Risk","Unclean nonfood contact surfaces"
68626,"20150121",103109,"High Risk","Unclean or unsanitary food contact surfaces"
68629,"20141023",103114,"High Risk","High risk vermin infestation"
68629,"20141023",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68629,"20141023",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68629,"20141023",103123,"Moderate Risk","Food in poor condition"
68629,"20141023",103139,"Low Risk","Improper food storage"
68629,"20141023",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
68629,"20121213",103143,"Low Risk","Inadequate warewashing facilities or equipment"
68629,"20121213",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68633,"20140512",103150,"Low Risk","Improper or defective plumbing"
68633,"20140512",103139,"Low Risk","Improper food storage"
68633,"20140512",103142,"Low Risk","Unclean nonfood contact surfaces"
68633,"20140512",103132,"Moderate Risk","Improper thawing methods "
68633,"20140512",103133,"Moderate Risk","Foods not protected from contamination"
68633,"20140512",103104,"High Risk","Unauthorized or unsafe use of time as a public health control measure"
68633,"20140512",103102,"High Risk","Unclean hands or improper use of gloves"
68633,"20140512",103103,"High Risk","High risk food holding temperature "
68633,"20140512",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68633,"20140512",103130,"Moderate Risk","Inadequate sewage or wastewater disposal"
68633,"20140512",103109,"High Risk","Unclean or unsanitary food contact surfaces"
68633,"20140512",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68633,"20140512",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68633,"20150122",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68633,"20150122",103150,"Low Risk","Improper or defective plumbing"
68633,"20150122",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68633,"20130110",103142,"Low Risk","Unclean nonfood contact surfaces"
68633,"20130110",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68633,"20130110",103114,"High Risk","High risk vermin infestation"
68633,"20130110",103133,"Moderate Risk","Foods not protected from contamination"
68633,"20130110",103108,"High Risk","Contaminated or adulterated food"
68633,"20130429",103105,"High Risk","Improper cooling methods"
68633,"20130429",103102,"High Risk","Unclean hands or improper use of gloves"
68633,"20131030",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68633,"20131030",103133,"Moderate Risk","Foods not protected from contamination"
68633,"20131030",103145,"Low Risk","Improper storage of equipment utensils or linens"
68636,"20130603",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68636,"20130603",103142,"Low Risk","Unclean nonfood contact surfaces"
68636,"20130603",103150,"Low Risk","Improper or defective plumbing"
68636,"20130603",103120,"Moderate Risk","Moderate risk food holding temperature "
68636,"20140305",103145,"Low Risk","Improper storage of equipment utensils or linens"
68636,"20140305",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68636,"20140305",103139,"Low Risk","Improper food storage"
68636,"20140305",103120,"Moderate Risk","Moderate risk food holding temperature "
68636,"20140305",103147,"Low Risk","Inadequate ventilation or lighting"
68636,"20140305",103142,"Low Risk","Unclean nonfood contact surfaces"
68636,"20140305",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68644,"20140416",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68644,"20130430",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68644,"20130430",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68645,"20140806",103142,"Low Risk","Unclean nonfood contact surfaces"
68645,"20140806",103120,"Moderate Risk","Moderate risk food holding temperature "
68645,"20140806",103161,"Low Risk","Low risk vermin infestation"
68645,"20121213",103142,"Low Risk","Unclean nonfood contact surfaces"
68645,"20121213",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68645,"20121213",103127,"Moderate Risk","Noncompliance with HAACP plan or variance"
68645,"20121213",103161,"Low Risk","Low risk vermin infestation"
68645,"20120522",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68645,"20120522",103127,"Moderate Risk","Noncompliance with HAACP plan or variance"
68645,"20140212",103156,"Low Risk","Permit license or inspection report not posted"
68645,"20140212",103147,"Low Risk","Inadequate ventilation or lighting"
68645,"20140212",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68645,"20140212",103120,"Moderate Risk","Moderate risk food holding temperature "
68645,"20140212",103105,"High Risk","Improper cooling methods"
68645,"20140212",103102,"High Risk","Unclean hands or improper use of gloves"
68649,"20141022",103107,"High Risk","Improper reheating of food"
68649,"20141022",103102,"High Risk","Unclean hands or improper use of gloves"
68649,"20141022",103120,"Moderate Risk","Moderate risk food holding temperature "
68649,"20141022",103112,"High Risk","No hot water or running water"
68649,"20141022",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68649,"20130907",103138,"Low Risk","Improper storage use or identification of toxic substances"
68649,"20130907",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68649,"20130502",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68649,"20130502",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
68649,"20120618",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68649,"20120820",103143,"Low Risk","Inadequate warewashing facilities or equipment"
68649,"20120820",103139,"Low Risk","Improper food storage"
68649,"20120820",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68649,"20140409",103138,"Low Risk","Improper storage use or identification of toxic substances"
68650,"20130905",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68650,"20130416",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68650,"20140123",103145,"Low Risk","Improper storage of equipment utensils or linens"
68659,"20121012",103118,"Moderate Risk","Employee eating or smoking"
68659,"20121012",103139,"Low Risk","Improper food storage"
68659,"20121012",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68659,"20121012",103108,"High Risk","Contaminated or adulterated food"
68659,"20121012",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68659,"20121012",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
68659,"20131107",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68659,"20131107",103133,"Moderate Risk","Foods not protected from contamination"
68672,"20140714",103156,"Low Risk","Permit license or inspection report not posted"
68672,"20140714",103109,"High Risk","Unclean or unsanitary food contact surfaces"
68672,"20140714",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68672,"20140714",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68672,"20140714",103159,"Low Risk","Worker safety hazards"
68672,"20140714",103147,"Low Risk","Inadequate ventilation or lighting"
68672,"20130204",103132,"Moderate Risk","Improper thawing methods "
68672,"20130204",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68672,"20130204",103114,"High Risk","High risk vermin infestation"
68672,"20131227",103156,"Low Risk","Permit license or inspection report not posted"
68672,"20131227",103114,"High Risk","High risk vermin infestation"
68672,"20131227",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68672,"20131227",103129,"Moderate Risk","Insufficient hot water or running water"
68672,"20131227",103142,"Low Risk","Unclean nonfood contact surfaces"
68672,"20131227",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68672,"20131227",103152,"Low Risk","Unclean unmaintained or improperly constructed toilet facilities"
68672,"20131227",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68672,"20120530",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68672,"20120530",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68672,"20120530",103132,"Moderate Risk","Improper thawing methods "
68672,"20120530",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68672,"20120530",103103,"High Risk","High risk food holding temperature "
68672,"20120530",103109,"High Risk","Unclean or unsanitary food contact surfaces"
68674,"20140506",103145,"Low Risk","Improper storage of equipment utensils or linens"
68674,"20140506",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68674,"20130313",103156,"Low Risk","Permit license or inspection report not posted"
68674,"20130313",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68674,"20130313",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68674,"20130313",103142,"Low Risk","Unclean nonfood contact surfaces"
68674,"20120522",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68674,"20120522",103120,"Moderate Risk","Moderate risk food holding temperature "
68674,"20120522",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68674,"20120913",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68674,"20120913",103133,"Moderate Risk","Foods not protected from contamination"
68682,"20140506",103156,"Low Risk","Permit license or inspection report not posted"
68682,"20140506",103105,"High Risk","Improper cooling methods"
68682,"20140506",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68682,"20140506",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68682,"20140506",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68682,"20140506",103133,"Moderate Risk","Foods not protected from contamination"
68682,"20140506",103103,"High Risk","High risk food holding temperature "
68682,"20140506",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68682,"20130306",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68682,"20130306",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68682,"20130306",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68682,"20130306",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68682,"20130306",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
68682,"20121009",103139,"Low Risk","Improper food storage"
68682,"20121009",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68682,"20121009",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68690,"20140616",103101,"High Risk","Unreported or unrestricted ill employee with communicable disease"
68690,"20130425",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68690,"20130425",103120,"Moderate Risk","Moderate risk food holding temperature "
68690,"20130425",103156,"Low Risk","Permit license or inspection report not posted"
68690,"20130425",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
68690,"20131206",103153,"Low Risk","Inadequate dressing rooms or improper storage of personal items"
68690,"20131206",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68690,"20131206",103120,"Moderate Risk","Moderate risk food holding temperature "
68690,"20120912",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68690,"20120912",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68690,"20120912",103139,"Low Risk","Improper food storage"
68691,"20140506",103131,"Moderate Risk","Moderate risk vermin infestation"
68691,"20140506",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68691,"20140506",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68691,"20140506",103133,"Moderate Risk","Foods not protected from contamination"
68691,"20140506",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68691,"20140506",103139,"Low Risk","Improper food storage"
68691,"20150112",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68691,"20150112",103131,"Moderate Risk","Moderate risk vermin infestation"
68691,"20150112",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68691,"20150112",103108,"High Risk","Contaminated or adulterated food"
68691,"20150112",103103,"High Risk","High risk food holding temperature "
68691,"20150112",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68691,"20150112",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
68691,"20130509",103133,"Moderate Risk","Foods not protected from contamination"
68691,"20130509",103142,"Low Risk","Unclean nonfood contact surfaces"
68691,"20130509",103103,"High Risk","High risk food holding temperature "
68691,"20130509",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68691,"20130509",103114,"High Risk","High risk vermin infestation"
68691,"20130509",103143,"Low Risk","Inadequate warewashing facilities or equipment"
68691,"20120403",103131,"Moderate Risk","Moderate risk vermin infestation"
68691,"20120403",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68691,"20120403",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
68692,"20140611",103161,"Low Risk","Low risk vermin infestation"
68692,"20140611",103139,"Low Risk","Improper food storage"
68692,"20140611",103112,"High Risk","No hot water or running water"
68692,"20130405",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68692,"20130405",103148,"Low Risk","No thermometers or uncalibrated thermometers "
68692,"20130405",103157,"Low Risk","Food safety certificate or food handler card not available"
68692,"20131007",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
68692,"20131007",103142,"Low Risk","Unclean nonfood contact surfaces"
68692,"20131007",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68692,"20131007",103139,"Low Risk","Improper food storage"
68692,"20131007",103161,"Low Risk","Low risk vermin infestation"
68692,"20120912",103129,"Moderate Risk","Insufficient hot water or running water"
68692,"20120912",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68696,"20140609",103150,"Low Risk","Improper or defective plumbing"
68696,"20131114",103145,"Low Risk","Improper storage of equipment utensils or linens"
68696,"20131114",103157,"Low Risk","Food safety certificate or food handler card not available"
68696,"20131114",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68696,"20131114",103127,"Moderate Risk","Noncompliance with HAACP plan or variance"
68714,"20130828",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68714,"20130828",103143,"Low Risk","Inadequate warewashing facilities or equipment"
68716,"20121108",103157,"Low Risk","Food safety certificate or food handler card not available"
68716,"20121108",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68716,"20120323",103120,"Moderate Risk","Moderate risk food holding temperature "
68716,"20120323",103168,"N/A",
68718,"20140618",103139,"Low Risk","Improper food storage"
68718,"20140618",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68718,"20150209",103120,"Moderate Risk","Moderate risk food holding temperature "
68718,"20150209",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68718,"20150209",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68718,"20130924",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68718,"20120419",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68718,"20120419",103168,"N/A",
68718,"20120419",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68718,"20120419",103120,"Moderate Risk","Moderate risk food holding temperature "
68718,"20120419",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68721,"20140417",103120,"Moderate Risk","Moderate risk food holding temperature "
68721,"20140417",103141,"Low Risk","Improper food labeling or menu misrepresentation"
68721,"20141208",103103,"High Risk","High risk food holding temperature "
68721,"20141208",103109,"High Risk","Unclean or unsanitary food contact surfaces"
68721,"20141208",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68721,"20141208",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
68721,"20141208",103139,"Low Risk","Improper food storage"
68721,"20130828",103105,"High Risk","Improper cooling methods"
68721,"20130828",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68721,"20120911",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68721,"20120911",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68721,"20120911",103139,"Low Risk","Improper food storage"
68721,"20120911",103103,"High Risk","High risk food holding temperature "
68739,"20130111",103156,"Low Risk","Permit license or inspection report not posted"
68739,"20120522",103142,"Low Risk","Unclean nonfood contact surfaces"
68739,"20120522",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68739,"20120522",103156,"Low Risk","Permit license or inspection report not posted"
68739,"20120309",103145,"Low Risk","Improper storage of equipment utensils or linens"
68739,"20120309",103157,"Low Risk","Food safety certificate or food handler card not available"
68740,"20121108",103156,"Low Risk","Permit license or inspection report not posted"
68740,"20121108",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68740,"20120503",103103,"High Risk","High risk food holding temperature "
68740,"20120503",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68742,"20140614",103158,"Low Risk","Unpermitted food facility"
68752,"20140509",103109,"High Risk","Unclean or unsanitary food contact surfaces"
68752,"20140509",103131,"Moderate Risk","Moderate risk vermin infestation"
68752,"20140509",103142,"Low Risk","Unclean nonfood contact surfaces"
68752,"20140509",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68752,"20140509",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68752,"20140509",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68752,"20131003",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68752,"20131003",103105,"High Risk","Improper cooling methods"
68752,"20120521",103105,"High Risk","Improper cooling methods"
68753,"20121214",103125,"Moderate Risk","Noncompliance with shell fish tags or display"
68753,"20121214",103133,"Moderate Risk","Foods not protected from contamination"
68753,"20121214",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68753,"20121214",103145,"Low Risk","Improper storage of equipment utensils or linens"
68753,"20121214",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68753,"20121214",103151,"Low Risk","Inadequate or unsanitary refuse containers or area or no garbage service"
68753,"20121214",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68753,"20121214",103103,"High Risk","High risk food holding temperature "
68753,"20130523",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68753,"20130523",103121,"Moderate Risk","Inadequate procedures or records for time as a public health control "
68753,"20120509",103148,"Low Risk","No thermometers or uncalibrated thermometers "
68753,"20120509",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68753,"20140306",103103,"High Risk","High risk food holding temperature "
68753,"20140306",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68753,"20140306",103133,"Moderate Risk","Foods not protected from contamination"
68760,"20140506",103150,"Low Risk","Improper or defective plumbing"
68760,"20140506",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68760,"20140506",103142,"Low Risk","Unclean nonfood contact surfaces"
68760,"20130315",103138,"Low Risk","Improper storage use or identification of toxic substances"
68760,"20130315",103161,"Low Risk","Low risk vermin infestation"
68760,"20130315",103141,"Low Risk","Improper food labeling or menu misrepresentation"
68760,"20130315",103131,"Moderate Risk","Moderate risk vermin infestation"
68761,"20140922",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68761,"20140922",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68761,"20140922",103144,"Low Risk","Unapproved or unmaintained equipment or utensils"
68761,"20140922",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68763,"20140423",103103,"High Risk","High risk food holding temperature "
68763,"20140818",103139,"Low Risk","Improper food storage"
68763,"20140818",103142,"Low Risk","Unclean nonfood contact surfaces"
68763,"20140818",103156,"Low Risk","Permit license or inspection report not posted"
68763,"20130829",103120,"Moderate Risk","Moderate risk food holding temperature "
68763,"20130227",103120,"Moderate Risk","Moderate risk food holding temperature "
68763,"20130227",103142,"Low Risk","Unclean nonfood contact surfaces"
68763,"20120321",103120,"Moderate Risk","Moderate risk food holding temperature "
68763,"20120321",103161,"Low Risk","Low risk vermin infestation"
68763,"20120904",103161,"Low Risk","Low risk vermin infestation"
68763,"20120823",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68763,"20120823",103150,"Low Risk","Improper or defective plumbing"
68763,"20120823",103149,"Low Risk","Wiping cloths not clean or properly stored or inadequate sanitizer"
68763,"20120823",103142,"Low Risk","Unclean nonfood contact surfaces"
68763,"20120823",103131,"Moderate Risk","Moderate risk vermin infestation"
68763,"20120823",103120,"Moderate Risk","Moderate risk food holding temperature "
68764,"20150211",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68764,"20150211",103145,"Low Risk","Improper storage of equipment utensils or linens"
68764,"20130416",103119,"Moderate Risk","Inadequate and inaccessible handwashing facilities"
68764,"20130416",103120,"Moderate Risk","Moderate risk food holding temperature "
68764,"20130416",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68764,"20120822",103125,"Moderate Risk","Noncompliance with shell fish tags or display"
68764,"20120822",103124,"Moderate Risk","Inadequately cleaned or sanitized food contact surfaces"
68764,"20140130",103142,"Low Risk","Unclean nonfood contact surfaces"
68764,"20140130",103145,"Low Risk","Improper storage of equipment utensils or linens"
68766,"20140725",103109,"High Risk","Unclean or unsanitary food contact surfaces"
68766,"20140131",103114,"High Risk","High risk vermin infestation"
68766,"20140131",103154,"Low Risk","Unclean or degraded floors walls or ceilings"
68766,"20140131",103133,"Moderate Risk","Foods not protected from contamination"
68766,"20140131",103116,"Moderate Risk","Inadequate food safety knowledge or lack of certified food safety manager"
68766,"20140131",103109,"High Risk","Unclean or unsanitary food contact surfaces"
68767,"20141103",103120,"Moderate Risk","Moderate risk food holding temperature "
68767,"20140307",103157,"Low Risk","Food safety certificate or food handler card not available"
68768,"20150127",103131,"Moderate Risk","Moderate risk vermin infestation"
68768,"20150127",103103,"High Risk","High risk food holding temperature "
68768,"20150127",103108,"High Risk","Contaminated or adulterated food"
68768,"20150127",103147,"Low Risk","Inadequate ventilation or lighting"
68768,"20130903",103105,"High Risk","Improper cooling methods"
68768,"20130903",103131,"Moderate Risk","Moderate risk vermin infestation"
68768,"20130903",103120,"Moderate Risk","Moderate risk food holding temperature "
